@relation dataset_training

@attribute 'isi pengaduan' string
@attribute 'instansi tujuan' {'Dinas Lingkungan Hidup Dan Kebersihan Kota Denpasar','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar','Dinas Perhubungan Kota Denpasar','PDAM Kota Denpasar'}

@data
'selamat sore minggu proyek trotoar jalan pulau singkep dung tahap selesai trotoar jalan aspal debu ganggu sehat anak anak jadwal aspal jalan pulau singkep mohon jelas terima kasih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'standar proyek salur air trotoar jalan noja dentim pohon pinggir jalan ganggu salur air tebang pohon sisa ganggu salur air iring besar akar pohon pohon tebang batas beton langsung sentuh salur air akar tanah timbun salur air beton','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'jalan lubang jalan gunung patas lapor dinas pu kota denpasar tanggap jalan alternatif jalan gunung salak tembus banjar tegal buah jalan tangkuban perahu macet jalan gunung salak jalan fungsi ramai mohon baik tambal','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'rai mantra mohon bantu hotmix jalan budaya sidekarya denpasar bagus kecuali jalan budaya','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'tolong dinas kait tambal jalan lubang gang kenari jalan sidakarya','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'baik gang syarat ya gang jalan ratna bagus baik aju','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon bantu tingkat kondisi jalan hotmix jalan budaya sidakarya denpasar selatan tingkat fungsi drainase kiri kanan jalan terima kasih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'usul aspal jalan karya makmur hubung jalan cargo permai jalan cokroaminoto jalan strategis hemat salah rs jalan cokroaminoto mohon aspal dampak orang terima kasih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'dinas pu kodya denpasar lubang jalan soputan lubang lubang tutup got rapi mohon tambal','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon bantu jalan mertasari gang bambu iii benah','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'pk kad pupr mohon bantu penganglontoran banjar abian tubuh lingkung kandel kesiman tanah tumpuk air jalan klau hujan air luap jalan','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon atensi kait jalan got gang iv jalan imambonjol desa pecut kelod kec denbar parah rusa kali akibat celaka kendara sepada motor kaum wanita anak anak kendara sepada gayung duduk kadus koordinasi desa baik anggar desa desa dana kerja tangan pu kurus tangan pu sekian moga tangan','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon dinas pu baik aspal jalan kusuma bangsa iv jalan kusuma bangsa i vi aspal jalan kusuma bangsa iv kondisi hancur terima kasih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'bantu banjir daerah nuansa cempaka habis musim hujan kemarin hujan sebentar air sungai musim hujan kemarin banjir pinggang','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon perhati bersih tumpah minyak tiga jalan sidakarya jalan raya set bahaya guna jalan celaka sebab rugi korban jiwa terima kasih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'kad pupr bag sumber daya air mohon bantu antisipasi musim hujan sender sungai sengaja jebol turun alat berat eru sungai biar lanjut arah baik alur sungai tukad loloan subak intaran barat desa sanur kauh kec densel terima kasih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'dinas pu kodya denpasar lubang jalan gelogor carik mohon tambal','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'tolong dinas kait tambal jalan lubang jalan budaya','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'dinas pu kodya denpasar lubang jalan gelogor carik mohon tambal','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'tolong dinas kait koordinasi dinas pupr prov bal tambal jalan lubang simpang gunung salak simpang mertasari','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'pemkot denpasar tolong attensi jalan tukad balian rusak d tambal sulam bahaya guna jalan terima kasih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'masyarakat jalan bukit indah denpasar mohon perhati perintah jalan lc perhati perintah jalan tembus jalan bajataki lebar jalan meter','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'bantu banjir nuansa cempaka hujan deras banjir musim hujan kemarin pinggang banjir ratus rumah banjir rumah tangan debet air kebo iwa','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon perhati atensi lapang sudi program program kerja dinas kait potong api rumput tanam liar tumbuh pinggir alir sungai badung lokasi jalan pulau biak enak pandang moga lapor warga perhati lingkung kota denpasar tindak lanjut om chanti chanti chanti om','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'dinas pu kodya denpasar air got luap pasar kangkung jalan gelogor carik mohon tangan perhati','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'sedia aspal tambal jalan kota denpasar','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon tanggal salur got sisi timur jalan soka belah utara selatan gang i hujan lebat gang i alami air genang cm','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon kait baik trotoar jebol jalan cokroaminoto belok terminal ubung selatan jalan','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon tingkat jalan lingkung gang gang kota denpasar paving blok awet pelihara aspal','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'trotoar jalan hayam wuruk denpasar tepat msa cargo jebol rawan makan korban trotoar infrastruktur pejal kaki kait mohon baik cepat rusa makan korban','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon dinas kait tambal jalan jebol soulvape bal jalan tukad bilok','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'keluh jalan rusak got d daerah jalan gunung lebah v banjar sari buana tegal harum denpasar barat duduk jalan janji paving kait jalan d baik mohon walikota menindaklanjutinya masyarakat nyaman','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon tangan perintah jalan lc bukit indah desa padangsambian kaja milik kota denpasar provinsi kota denpasar keras baik swadaya hujan rusak parah gorong gorong tolong dinas kait kondisi jalan milik provinsi tolong koordinasi','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'saran normalisasi tukad rumah tukad badung tempo pasang pipa limbah rumah tangga alir tukad saran normalisasi tukad alangkah baik pemkot tepi limbah cair alih pipa buang limbah cair rumah tangga tepi limbah cair normalisasi tukad anggar cukup terap','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'jalan bukit tunggal lihat bangun pinggir jalan sejajar tiang listrik pinggir jalan atur ukur bangun lantai pinggir jalan meter pinggir jalan tolong cek jalan bukit tunggal salah pemberitahuan tiru masyarakat terima kasih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'sd negeri sema badung denpasar barat tangan salur bagus terima kasih cepat tangan serius siswa siswi uji sekolah anak cepat genang sudi tangan salur lancar kasihan siswa siswi sd negeri denpasar barat','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'beton tutup trotoar jalan hayam wuruk tepat kantor ksu dana rahayu mandiri banjar bengkel jebol mohon perhati tindak takut bahaya terima kasih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon ditindaklanjuti lapor jalan jebol jalan tukad bilok tepat soul vape bal aspal sedia semen jebol jalan bahaya guna jalan','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'dsdp bocor bau pesing sebab jalan paving rusak umur proyek','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'tinggal jalan pakis aji tanjung bungkak lingkung aman nyaman jalan jalan rusak parah volume kendara pagi malam tata salur buang jalan jalan rusak musim hujan banjir baik jalan daerah mohon kait menindaklanjuti perhati kerja sama terima kasih hormat martha christhiana','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'warga jalan soka lapor jalan rusak becek hujan debu kemarau lanjut proyek paving henti jalan jalan kejanti malu wilayah jalan rusak anggar dana bangun desa mohon tanggap sekian terima kasih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'kait mohon benah jalan rusak jalan gutiswa hujan banjir genang bahaya kendara lubang kemarau debu sih rumah pagi siang debu tumpuk sehat hirup debu kait diam tolong atensi walikota hormat mohon ditindaklanjuti','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'tolong bantu bersih habis musim hujan sungai kotor batu lokasi jalan gunung agung','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon tindak lanjut jalan rusak parah jalan pakis aji tahun baik','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'kad pupr mohon bantu trotoar jebol jalan katrangan belah selatan pasar tapi','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'dinas kait mohon bantu air got banjar kayumas kaje luber jalan bau keras','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon bantu salur got sumbat jalan sedap malam toko puncak karang sd kesiman','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'usia trotoar desa sidakarya kondisi standar nyaman aman pejal kaki','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon baik jalan rusak ada lampu terang jalan jalan seroja gang jeruk tonja denpasar terima kasih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'sedia aspal tambal jalan lubang kota denpasar sedia','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'jalan a yani utara gang anugrah vi rusak lubang musim hujan becek licin adu ig rai mantra baik tolong donk dinas kait','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'jalan got rumah baik model alir buang air hujan lebat macet banjir rumah ecek got sumbat sebab sampah inspeksi kait cari jalan solusi','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon dinas kait tambal jalan lubang tepat ud putra rejeki jalan kerta dalem','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'air got luap jalan ahmad yani utara penuh jalan raya sebab macet','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon dinas kait tindak lanjut masalah genang air hujan jalan rusak lubang kali jadi kendara jatuh lubang jalan tutup genang air tkp jalan gn krakatau denpasar','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'selamat pagi instansi kait pagi warga densel tepat cenigan sari a gang paku asri set info proses garap pipa salur air salur air rumah tangga alih pipa fokus jatuh suwung tuju program perintah eksekusi pt kondisi daerah rendah datar volume air hujan proyek jalan alami banjir turun hujan kendala hadap mohon solusi kait proyek makan harap solusi saat program jalan tahap kerja negatif tanggap tangan kapasitas kerja proyek','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'selamat siang dinas pupr ada rencana program dinas dpmptsp cek ijin online mohon itr pantau aplikasi pro denpasar terima kasih mohon maaf','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon dinas pupr tutup jaring besi bahaya pakai jalan jalan tk langit jalan tk langu antap kel panjer','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'kad pupr mohon bantu tambal jalan lubang jalan kembang matahari kembang matahari i kel sumerta','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon dinas kait tambal jalan lubang jalan jalan kerta dalem maaf foto lubang jalan jalan sempit lubang','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'ampura tiang sudi instansi kait kece trotoar putar jalan wr supratman banjar kedaton kesiman rusak parah','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon dinas kait tambal jalan lubang tepat ud wijaya elektronik jalan tukad bilok atta plastik jalan tukad bilok','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon dinas kait tambal jalan lubang tepat masuk jalan danau buyan arah jalan bypass ngurah rai arah banjar taman sari sanur titik jalan lubang dekat','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon tindak tanggul liar sungai tukad mati sebab air sungai luber banjir proses adu tingkat lingkung desa tindak','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'lapor banjir musim selesai jalan palapa denpasar salur got patut cek terima kasih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'kamis pagi kondisi sd negeri panjer rendam banjir mohon bantu kait tangan kait banjir','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'dinding sungai belah barat bagus belah timur roboh mohon baik sebab longsor parah alamat jalan gatot subroto vi t','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'kad pupr mohon bantu trotoar jebol jalan nusa indah','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon bantu dinas kait gardu listrik ancam air banjir jalan gn tangkuban perahu gedung bpp balai suluh tani padangsumbu kaja padasumbu kaja','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'banjir tahun pemogan jalan pemogan gang sekar gang soma gang permata jaya gang parerepan gang kepaon permai mohon tangan tuntas banjir pemogan banjir rugi wilayah materiil','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'pinggir jalan jebol got hancur longsor meter dulunya proyek pusat jalan cempaka biru buluh indah denpasar','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon baik jalan rusak akses didik ganesha no denpasar jalan jalan batas dukuh sari dung gang perkutut jalan piranha no denpasar mohon dinas kerja dinas kait baik jalan batas dukuh sari dung gang perkutut jalan piranha no denpasar musim hujan kondisi sedih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'sampah got rumput liar tolong bersih lokasi jalan trijata no belah babi guling wi aceng mohon atensi lapang pasuk musim hujan sarang nyamuk','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon informasi adu trotoar jebol jalan letda kajeng no banjar yangbatu kangin terima kasih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon perhati dinas pu jalan cempaka biru kertha sari pecut kaja putar jalan buluh indah rusak amburadul parkir truk badan jalan ambil oknum duduk mohon tertib sulit lintas tertib','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon dinas kait tutup lubang got bahaya guna jalan tepat masuk jalan tukad badung arah jalan kerta dalem posisi lubang got jalan tukad badung jalan kerta dalem','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'pasca hujan kemarin aspal jalan lingkung kelupas mohon atensi lokasi dusun kerta sari desa sidakarya','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'putar dusun kerta sari desa sidakarya tepat jalan dewata anyar pasca guyur hujan aspal kelupas mohon atensi','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon bantu opada kait jalan jebol jalan pandu banjar tanjungbungkak lake ds smt kelod','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon aspal jalan jalan tukad badung xvi masuk gang ujung jalan tukad badung xvi ketemu sungai akses jalan rusak parah hujan lebat lumpur','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon baik jalan jalan gn agung timur trafic light jalan lubang korban butuh baik kasihan guna jalan jatuh pental mohon ditindaklanjuti','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon dinas kait baik jalan jebol tepat masuk jalan tukad badung xx e tiang nama jalan tukad badung xx e plank jahit kebaya intan pakai patok cari jalan tukad badung xx e','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon dinas kait tambal jalan lubang jalan budaya','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'terima kasih baik tambal jalan jalan batas dukuh sari gang perkutut jalan piranha tembus jalan gurita baik mohon kait menindaklanjuti keluh masyarakat','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'dinas pu kodya denpasar lubang jalan gelogor carik mohon tambal','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon perhati bantu kait musim hujan warga rumah yani permai mohon das timur rumah jalan merak revitalisasi kurang banjir kerap','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'salur air sumbat jalan tomo viii salur sungai hujan deras air luap salur air sumbat kirim sampah tomo iv timbun salur air tomo viii','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'om swastiastu mohon bantu buat salur air got ukur alir langsung sungai jalan ciung wanara iv jalan tk banyuasri jalan ciung wanara vi renon daerah terima banjir kirim terima kasih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon dinas kait menindaklanjuti lapor jalan rusak jalan budaya tambal jalan rusak','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'kad pu mohon bantu baik jalan gelembung trafic light gn salak teuku umar barat bahaya guna jalan','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'jalan palapa sidakarya musim hujan banjir tahun tangan lapor klian lurah solusi mohon bantu ecek salur air gelontor terima kasih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon baik trotoar jebol jalan letda kajeng no','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'mohon dinas pu kodya denpasar lubang jalan gelogor carik mohon tambal','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'tanggul batas salur air drainase roboh meter lokasi jalan by pass ngurah rai wates sanur kesiman belah kiri griya umasari mohon tindak lanjut terima kasih','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'jalan tembus batanta tukad isi nama jalan batanta sopiori','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'info instansi kait jalan lubang bahaya jalan tukad badung denpasar selatan tolong baik','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'instansi kait info jalan rusak lubang jalan tukad badung denpasar selatan renon baik','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'dinas pu kodya denpasar lubang jalan gelogor carik mohon tambal','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'dinas pu kodya denpasar lubang jalan gelogor carik mohon tambal','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'dinas pu kodya denpasar trotoar hancur bahaya guna jalan jalan gelogor carik mohon baik','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'dinas pu kodya denpasar jalan genang pasar kangkung jalan gelogor carik mohon baik','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'dinas pu kodya denpasar lubang jalan tukad taman pancing mohon tambal','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'lubang jalan pulau galang mohon tambal','Dinas Pekerjaan Umum Dan Penataan Ruang Kota Denpasar'
'lampu terang pojok selatan barat puput mati mohon tindak lanjut terima kasih','Dinas Perhubungan Kota Denpasar'
'jalan gelap lampu terang jalan jalan suradipa gang tunjung mekar','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan mati kadang kadang hidup mohon cek baik lokasi jalan cenigan sari iv set den sel tepat rumah no terima kasih','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan jalan nuansa hijau utama jalan nuansa hijau utama i dusun tegal kor kaja desa ubung kaja kondisi mati mohon bantu instansi kait menindaklanjutinya terima kasih perhati kerja sama','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan mati jalan padang grya vii','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan pojok jalan saturnus denpasar mati mohon fungsi sediakala','Dinas Perhubungan Kota Denpasar'
'tolong pasang lampu terang jalan jalan tukad barito timur tepat masuk jalan tukad badung empat traffic light tukad batanghari tukad barito timur ruas jalan tukad barito ramai lintas masyarakat terima kasih','Dinas Perhubungan Kota Denpasar'
'selamat siang keluh salah alamat mohon kait kait guna lampu sepeda motor warga masyarakat guna sepeda motor peduli guna lampu mesti nyala terus ganggu arah lawan arah arah sorot lampu malam ganggu pantul spion silau lawan arah ganggu lampu silau sebab celaka mohon kait imbau masyarakat lampu mesti terima kasih','Dinas Perhubungan Kota Denpasar'
'kali tugas dishub tertib parkir sisi jalan selatan mall level semrawut gambar ambil malam jalan pulau seram sepi siang sore papas parkir sedia tampung unjung retribusi parkir pungut tugas masuk parkir warga kali keluh buang sampah tepi susah keluh aparat desa enak oknum desa mohon tindak kait denpasar','Dinas Perhubungan Kota Denpasar'
'mohon bantu instansi kait pasang lampu jalan rumah perum taman lembusura kavling ii lampu jalan kubur bayi harap tindak lanjut cepat terima kasih','Dinas Perhubungan Kota Denpasar'
'mohon bantu buat tanda zona selamat sekolah jalan sd peguyangan jalan lembu sura denpasar utara','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan kadang hidup kadang mati hausing covernya retak pecah belah rumah jalan fujiyama iii no a','Dinas Perhubungan Kota Denpasar'
'lampu mati hujan setrum mohon dinas kait cepat tangan korban terima kasih','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan jalan mahendradata gang puput a mati mohon atensi dinas kait','Dinas Perhubungan Kota Denpasar'
'orang tua murid sekolah sdan peguyangan kali seberang anak sekolah sedia markah zebra cross serta garis henti markah jalan gubris kendara lintas posisi sekolah cekung jalan tambah bahaya kendara laju kencang arah peduli pejal kaki anak sekolah milik prioritas jalan sekolah lengkap ubah zona selamat sekolah sesuai acu atur dirjen hubung darat acu pp no manajemen rekayasa analisis dampak manajemen butuh lintas undang undang nomor lintas angkut jalan harap zona tingkat waspada guna jalan pakai kendara siswa sekolah perhati bantu ucap terima kasih','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan mati jalan trijata no mjy foto mohon atensi terima kasih','Dinas Perhubungan Kota Denpasar'
'atur periode lampu merah empat jalan nyeri jalan gatot subroto timur kaji antri nyeri pagi sore nyeri gatsu timur','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan jalan teuku umar ck mati','Dinas Perhubungan Kota Denpasar'
'banyak kendara parkir sembarang kawasan jalan gatot subroto ganggu lintas daerah informasi edi lokasi jalan jayakarta','Dinas Perhubungan Kota Denpasar'
'banyak parkir sembarang kampus sastra unud rsup sang sebab macet parah rambu larang parkir kadang parkir tikung mikir ya tolong bantu tertib','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan jalan mahendradata gang puput a mati tangan o dinas perhub mati mohon atensi terima kasih','Dinas Perhubungan Kota Denpasar'
'selamat pagi pro denpasar ketemu adu topik terminal bayang bongkar muat jalan gunung fujiyama tok ribu truk bongkar muat jalan gunung fujiyama sebab macet parkir bongkar sisi jalan mohon tindak jalan sempit sempit aktivitas terima kasih','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan jalan trijata no mjy fotograpi belah warung makan babi guling wi aceng lapor tanggal januari tanggal januari baik bahaya jalan gelap tolong atensi baik','Dinas Perhubungan Kota Denpasar'
'kadus banjar sapta bumi lapor tolong ditindaklanjuti baik lampu terang jalan jalan gn cemara jalan gn selamet ii mati banjar sapta bumi desa tegal harum denpasar barat kota denpasar','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan mati lampu terang jalan jalan gunung sanggabuana timur tiara monang maning lampu terang jalan','Dinas Perhubungan Kota Denpasar'
'mobil angkot mangkal jalan kartini halang mohon tindak mobil angkot rugi alamat utara pasar jalan kartini denpasar tolong pasang rambu lintas larang parkir','Dinas Perhubungan Kota Denpasar'
'mohon atensi dinas kait lampu terang jalan jalan pura dalem kayangan badung mati total jalan pulau biak mohon atensi sekian terima kasih','Dinas Perhubungan Kota Denpasar'
'selamat sore lampu terang jalan lampu terang jalan jalan gunung sari iv gang bonsai banjar buana kubu pas pengkol parkir mobil mati tahun mohon instansi kait ditindaklanjuti','Dinas Perhubungan Kota Denpasar'
'tolong jaga tindak sanksi jalan penuh parkir bongkar muat sisi kiri kanan jalan kosong jaga tugas lokasi jalan gunung fujiyama','Dinas Perhubungan Kota Denpasar'
'mohon atensi lampu terang jalan jalan nangka selatan gang ix mati minggu mohon instansi kait atensi lampu terang jalan','Dinas Perhubungan Kota Denpasar'
'dinas kait mohon bantu lampu terang mati lokasi barat sd ubung tepat gor permata banjar dana merta ubung jalan cokroaminoto gang melati perhati','Dinas Perhubungan Kota Denpasar'
'kawasan jalan nangka banjar tainsiat tanda larang masuk arah utara jalan nangka selatan cabut kemudi arah arah utara jalan arah nangka selatan','Dinas Perhubungan Kota Denpasar'
'mohon bantu lampu terang jalan mayi lebuh tangan lokasi jalan gatot subroto rumah nomor no b','Dinas Perhubungan Kota Denpasar'
'kait mohon jalan taman pancing timur realisasi lampu terang jalan malam gelap','Dinas Perhubungan Kota Denpasar'
'dishub hormat tiyang informasi lampu terang jalan d jalan nangka selatan gang xl no ujung barat mati tolong d tindak lanjut','Dinas Perhubungan Kota Denpasar'
'mohon bantu instansi kait wenang tangan ada parkir kendara roda parkir toko alfamidi jalan imambonjol banjar balergria parkir costumer alfamidi kistomer jual sate haji sunari banjar ganggu nyaman costomer alfamidi masuk belanja halang mohon tindak lanjut','Dinas Perhubungan Kota Denpasar'
'mohon sudi instansi dinas wenang tangan mohon buat rambu tanda larang kendara truk lintas jalan jalan merpati perumnas denpasar badan jalan sempit cocok lintas kendara truk kecuali emergency mobil truk damkar kemarin macet akibat truk foto paksa lintas jalan mohon atensi','Dinas Perhubungan Kota Denpasar'
'lampu jalan rusak mohon baik jalan ayan selatan','Dinas Perhubungan Kota Denpasar'
'aparat tuli buta keluh warga kali respons gubernur walikota diam lihat aparat pilih perintah bal kerja bobrok nama pimpin gubernur walikota panutan ganti uang negara habis gaji beliau kerja maksimal moga warga bal pilih gubernur walikota labih','Dinas Perhubungan Kota Denpasar'
'lampu terang jalan mati','Dinas Perhubungan Kota Denpasar'
'marka jalan putar denpasar pudar mohon instansi kait guna jalan waspada','Dinas Perhubungan Kota Denpasar'
'om swastyastu mohon atensi instansi kait pemkot denpasar baik lampu terang jalan mati jalan pulau adi vi no samping pure griya bantu masyarakat sembahyang malam terima kasih perhati om shanti x puti adi','Dinas Perhubungan Kota Denpasar'
'tolong tindak orang parkir sembarang akasia utama jalan sempit bin misi mobil ngandang tolong tindak biasa','Dinas Perhubungan Kota Denpasar'
'dishub kodya denpasar titik macet jalan pulau galang pulau galang arah imam bonjol macet akibat motor jam s d jam terobos lampu merah imam bonjol selatan belok kanan timur jalan pulau galang langgar masif gila mohon tempat tugas senin sabtu jam perhati','Dinas Perhubungan Kota Denpasar'
'dishub kodya denpasar senin sabtu jam macet empat jalan tukad pulau galang ulang kali pos pro denpasar solusi permanen efektif mohon hadir tugas atur lintas lancar','Dinas Perhubungan Kota Denpasar'
'mobil mogok parkir jalan mohon derek ganggu bahaya anak anak rumah lokasi jalan kerta husada','Dinas Perhubungan Kota Denpasar'
'salah huni jalan marga ayu jalan nakula timur proyek bangun trans studio lokasi imam bonjol masalah jalan marga ayu lewat truk truk angkut tanah gali jam proyek kotor debu bangun alami kereta tegur proyek oknum security atas orang banjar kuta jalan truk hak lokasi jalan jalan harap pemda denpasar dinas kait bantu cari solusi jalan jalan hun jalan imam bonjol akses pintu masuk proyek adu alami ganggu perhati kerja sama ucap terima kasih','Dinas Perhubungan Kota Denpasar'
'tolong parkir motor jembatan pasar badung jam malam jam malam pindah tertib pindah area parkir jalan sulawesi jalan kartini','Dinas Perhubungan Kota Denpasar'
'aju lampu terang jalan terang pura mohon info','Dinas Perhubungan Kota Denpasar'
